timestamp,building_id,flow_rate_liters_min,daily_total_liters,leak_detected
2023-04-03 15:27:34,BLDG-144,230.4,773.0,1
2023-09-01 19:11:29,BLDG-893,54.6,8760.7,1
2023-03-07 07:21:11,BLDG-541,497.8,5270.1,0
2023-04-16 13:30:33,BLDG-836,390.2,8276.0,1
2023-04-11 12:15:05,BLDG-597,367.6,6692.4,1
2023-08-30 22:52:26,BLDG-372,48.8,1887.9,0
2023-11-21 12:53:18,BLDG-186,455.5,8977.3,0
2023-04-16 16:50:20,BLDG-866,267.3,7660.0,1
2023-08-10 01:48:35,BLDG-698,128.2,9607.5,1
2023-09-13 12:57:36,BLDG-249,371.8,2069.0,1
2023-07-01 14:50:05,BLDG-459,326.7,1558.7,1
2023-08-31 02:28:48,BLDG-689,353.7,5416.1,1
2023-05-24 15:41:26,BLDG-569,421.8,5662.4,1
2023-04-20 08:52:06,BLDG-888,54.0,2990.8,1
2023-08-06 07:05:03,BLDG-348,396.9,2093.2,1
2023-12-23 19:57:13,BLDG-509,196.3,5896.5,0
2023-07-11 19:23:48,BLDG-995,195.4,6522.0,1
2023-09-24 07:21:44,BLDG-912,271.6,7601.8,0
2023-12-16 22:52:55,BLDG-113,211.6,4209.8,0
2023-07-25 19:33:47,BLDG-440,189.0,5233.2,1
2023-08-06 10:42:59,BLDG-205,15.5,9528.7,1
2023-10-03 06:19:41,BLDG-709,362.3,2689.1,0
2023-10-01 12:51:23,BLDG-679,463.6,4507.4,1
2023-06-21 00:11:37,BLDG-801,159.2,5479.0,1
2023-02-09 20:01:56,BLDG-710,24.8,4013.8,1
2023-03-29 01:20:14,BLDG-300,341.4,1524.8,1
2023-09-20 06:45:45,BLDG-784,192.6,6801.1,0
2023-07-28 04:36:38,BLDG-997,450.8,1452.4,1
2023-10-15 06:43:02,BLDG-999,116.6,3751.1,1
2023-03-25 12:44:37,BLDG-262,404.5,4882.5,0
2023-12-10 21:48:05,BLDG-618,63.1,5585.6,0
2023-11-17 03:38:38,BLDG-221,94.6,9996.6,0
2023-08-11 13:08:48,BLDG-752,340.5,3933.7,0
2023-04-26 01:09:27,BLDG-796,309.1,9507.5,1
2023-08-19 00:57:30,BLDG-285,277.3,7739.6,0
2023-12-16 07:08:50,BLDG-638,220.6,9148.6,1
2023-08-14 04:39:40,BLDG-851,213.4,5095.6,1
2023-06-19 11:24:36,BLDG-443,405.2,1834.9,1
2023-06-03 12:22:53,BLDG-969,469.8,1435.7,1
2023-06-26 14:40:56,BLDG-416,336.5,9195.6,1
2023-11-10 04:21:22,BLDG-934,239.2,8816.1,0
2023-12-17 03:58:38,BLDG-293,494.1,3725.0,1
2023-10-08 21:17:22,BLDG-233,148.8,7954.5,0
2023-01-25 16:29:38,BLDG-100,424.2,5547.1,0
2023-10-08 06:18:33,BLDG-516,352.6,8458.7,0
2023-07-28 06:10:52,BLDG-774,332.7,6856.0,0
2023-04-12 06:00:01,BLDG-642,321.9,9779.4,1
2023-11-12 16:23:51,BLDG-119,353.4,7301.3,1
2023-01-05 16:48:39,BLDG-518,31.7,8587.6,1
2023-09-18 23:37:59,BLDG-390,257.8,653.2,1
2023-01-12 12:39:00,BLDG-105,66.7,924.3,0
2023-04-10 23:31:34,BLDG-604,188.1,7227.4,1
2023-04-04 09:10:59,BLDG-911,307.8,738.4,0
2023-02-27 23:24:49,BLDG-639,175.9,1911.3,0
2023-09-04 06:29:18,BLDG-631,198.1,8238.7,1
2023-08-29 14:17:29,BLDG-504,406.9,5405.9,1
2023-02-28 13:44:47,BLDG-363,38.5,9737.0,1
2023-06-09 03:42:34,BLDG-623,317.6,2840.1,1
2023-07-15 03:51:38,BLDG-443,80.0,4617.3,0
2023-03-23 21:22:47,BLDG-912,267.6,523.7,1
2023-09-24 07:07:01,BLDG-843,69.6,8048.6,0
2023-12-08 10:58:10,BLDG-656,391.3,9295.0,0
2023-12-10 07:55:15,BLDG-743,113.9,2833.0,0
2023-11-18 20:38:09,BLDG-417,325.1,5605.9,0
2023-10-18 20:25:06,BLDG-873,446.8,6232.7,1
2023-06-19 17:05:12,BLDG-463,184.2,1630.8,1
2023-06-29 10:28:58,BLDG-279,463.4,5479.3,1
2023-05-26 02:21:54,BLDG-155,190.9,1280.6,1
2023-12-09 06:36:48,BLDG-208,90.2,2262.0,0
2023-09-12 02:44:49,BLDG-149,287.1,5554.3,1
2023-03-30 09:25:50,BLDG-734,207.4,4352.4,1
2023-04-10 17:27:46,BLDG-150,404.3,4718.7,1
2023-04-18 20:04:41,BLDG-449,423.3,5854.1,0
2023-10-05 13:56:10,BLDG-106,139.5,5051.7,0
2023-06-13 14:25:43,BLDG-187,112.6,8104.3,0
2023-11-30 01:15:10,BLDG-625,421.9,9759.1,0
2023-03-12 02:43:26,BLDG-334,161.0,9385.6,1
2023-12-13 07:42:08,BLDG-611,24.4,7805.4,0
2023-03-25 13:14:59,BLDG-530,283.5,2101.5,1
2023-07-10 03:20:12,BLDG-843,157.5,5678.2,1
2023-04-26 08:59:25,BLDG-178,271.4,8087.9,1
2023-11-02 15:24:19,BLDG-346,441.0,7666.3,0
2023-09-19 09:28:42,BLDG-336,44.7,5575.1,0
2023-02-19 14:56:55,BLDG-696,19.9,4823.1,1
2023-01-23 23:14:28,BLDG-510,137.1,1617.3,0
2023-06-28 14:04:46,BLDG-593,144.2,5357.1,0
2023-06-23 08:45:00,BLDG-102,250.4,2426.7,0
2023-05-23 03:51:26,BLDG-522,181.3,8772.3,0
2023-08-09 10:15:11,BLDG-838,28.0,9484.2,1
2023-01-31 05:19:49,BLDG-256,184.0,4732.3,1
2023-09-14 14:46:06,BLDG-547,467.9,9509.0,1
2023-11-13 05:44:58,BLDG-211,230.5,2640.6,0
2023-02-04 15:07:41,BLDG-481,307.0,5317.4,0
2023-05-06 17:06:10,BLDG-791,108.0,4841.9,0
2023-05-16 14:49:50,BLDG-341,358.4,3916.8,0
2023-05-13 18:04:25,BLDG-570,31.6,9183.2,1
2023-01-09 23:32:51,BLDG-102,127.1,1597.1,0
2023-04-21 03:11:57,BLDG-410,140.0,4707.2,0
2023-06-28 15:29:54,BLDG-126,128.0,6498.5,0
2023-02-26 05:24:02,BLDG-620,225.3,5852.8,1
2023-06-29 00:43:49,BLDG-954,235.5,3054.6,1
2023-04-28 19:11:08,BLDG-223,453.8,5447.3,0
2023-06-20 16:17:59,BLDG-150,371.8,8605.2,1
2023-03-14 05:23:41,BLDG-152,215.9,7530.4,1
2023-09-06 22:08:05,BLDG-921,490.4,1741.3,1
2023-10-28 01:32:46,BLDG-131,56.4,3843.7,1
2023-12-22 05:56:39,BLDG-948,355.4,2652.0,1
2023-09-20 15:44:22,BLDG-290,103.5,6154.8,0
2023-10-09 09:52:33,BLDG-669,430.0,9429.0,0
2023-06-12 09:40:37,BLDG-227,242.3,7640.3,1
2023-11-11 04:23:13,BLDG-620,438.7,1756.2,0
2023-06-26 12:05:19,BLDG-451,142.8,2382.2,0
2023-09-11 23:39:19,BLDG-608,81.9,2116.0,1
2023-04-09 13:39:50,BLDG-165,36.9,3789.4,0
2023-10-20 22:20:56,BLDG-548,255.7,1765.4,0
2023-10-16 11:19:54,BLDG-670,167.1,4945.0,0
2023-12-26 22:22:39,BLDG-229,446.6,6331.8,0
2023-04-30 06:02:13,BLDG-337,180.1,6006.1,0
2023-01-16 22:50:47,BLDG-215,497.4,511.6,0
2023-03-13 08:53:59,BLDG-203,101.8,6621.7,1
2023-06-06 22:09:50,BLDG-624,26.5,2708.9,1
2023-05-07 05:40:29,BLDG-114,361.2,2423.3,0
2023-07-25 14:29:57,BLDG-628,371.6,8531.8,1
2023-03-23 16:42:11,BLDG-501,340.7,5095.3,1
2023-09-26 06:01:07,BLDG-399,123.8,4498.1,0
2023-11-24 00:44:07,BLDG-510,101.5,9040.8,0
2023-03-24 06:00:38,BLDG-937,356.0,3220.2,1
2023-02-17 07:41:34,BLDG-192,271.4,2561.7,0
2023-01-31 23:34:29,BLDG-621,256.2,957.9,0
2023-12-30 05:06:13,BLDG-687,19.9,7476.4,0
2023-07-09 11:52:16,BLDG-612,86.3,1563.3,1
2023-12-27 23:24:23,BLDG-639,130.4,9802.2,0
2023-04-13 09:21:56,BLDG-461,277.7,7896.4,1
2023-05-20 12:59:58,BLDG-143,281.6,7707.2,0
2023-02-04 16:42:12,BLDG-554,173.8,5350.7,1
2023-09-16 16:41:37,BLDG-605,196.4,8735.3,1
2023-11-14 22:17:02,BLDG-443,27.8,5112.7,1
2023-02-15 18:56:43,BLDG-306,232.4,4302.8,1
2023-03-09 09:23:21,BLDG-674,171.5,2390.0,1
2023-04-05 18:17:26,BLDG-401,326.9,7254.8,1
2023-03-24 00:25:28,BLDG-944,182.4,5688.7,0
2023-03-01 10:01:32,BLDG-500,371.4,5371.7,0
2023-07-26 05:54:15,BLDG-730,273.3,8940.3,1
2023-08-25 06:16:52,BLDG-932,419.2,2059.8,0
2023-01-01 01:43:03,BLDG-661,173.0,1431.9,0
2023-10-28 19:47:08,BLDG-211,44.8,2345.3,0
2023-03-06 20:56:24,BLDG-352,390.8,2375.3,0
2023-03-14 18:14:05,BLDG-946,489.6,2589.1,0
2023-03-02 20:42:15,BLDG-580,422.2,9872.8,1
2023-10-28 06:42:59,BLDG-358,435.3,2989.4,0
2023-11-17 22:04:00,BLDG-519,96.0,2527.0,1
2023-07-28 18:44:52,BLDG-340,30.5,592.4,1
2023-08-22 06:39:30,BLDG-748,183.7,1474.9,1
2023-06-28 21:24:13,BLDG-800,149.3,2583.9,0
2023-05-17 07:37:40,BLDG-123,153.5,6796.0,1
2023-09-20 14:48:55,BLDG-875,110.1,5890.2,1
2023-05-29 18:46:57,BLDG-768,283.7,9898.0,1
2023-08-19 22:58:12,BLDG-161,79.1,2227.1,1
2023-07-19 12:23:50,BLDG-207,267.5,2751.3,1
2023-07-04 01:53:42,BLDG-721,125.4,8431.7,1
2023-04-16 18:12:53,BLDG-131,102.7,3022.4,0
2023-04-12 09:46:11,BLDG-356,262.3,2468.5,0
2023-04-03 23:42:38,BLDG-545,83.5,8699.3,1
2023-01-12 04:45:20,BLDG-678,488.4,9324.7,1
2023-07-15 10:12:08,BLDG-937,476.5,9182.0,1
2023-11-02 20:03:55,BLDG-955,306.2,1798.5,1
2023-05-13 21:35:38,BLDG-401,371.0,657.3,0
2023-06-02 04:10:20,BLDG-494,206.2,6807.9,0
2023-02-17 09:29:59,BLDG-239,460.4,9161.3,1
2023-07-22 02:21:59,BLDG-969,72.0,3121.2,0
2023-11-05 16:31:54,BLDG-261,394.9,8926.1,0
2023-10-04 14:17:21,BLDG-801,13.1,1680.7,1
2023-03-12 02:20:32,BLDG-471,177.0,8646.6,1
2023-02-24 17:04:48,BLDG-775,73.7,9358.5,0
2023-02-12 18:47:50,BLDG-267,251.6,2583.9,1
2023-04-05 14:29:39,BLDG-585,289.9,1676.7,0
2023-07-22 03:32:27,BLDG-935,291.5,9465.2,0
2023-01-11 22:18:18,BLDG-831,92.1,2953.2,0
2023-01-07 21:42:52,BLDG-518,279.2,7442.8,0
2023-06-24 18:12:33,BLDG-744,184.2,2592.7,0
2023-10-09 18:37:55,BLDG-768,210.7,9022.3,0
2023-01-13 18:41:59,BLDG-541,331.2,6123.9,0
2023-12-03 10:56:25,BLDG-809,61.4,6407.1,1
2023-11-02 19:20:54,BLDG-653,375.3,4805.8,1
2023-03-28 19:36:14,BLDG-809,316.6,5730.1,0
2023-08-27 03:32:20,BLDG-857,161.2,8574.6,0
2023-04-12 09:24:38,BLDG-891,369.7,9905.7,0
2023-02-03 05:10:57,BLDG-621,162.5,3862.1,0
2023-06-04 18:03:16,BLDG-792,27.9,6993.0,1
2023-04-03 22:04:19,BLDG-768,378.4,8557.7,0
2023-07-31 04:00:04,BLDG-684,69.1,2827.6,1
2023-02-01 14:32:03,BLDG-679,59.2,1657.9,0
2023-11-05 05:51:35,BLDG-364,39.2,1031.5,0
2023-06-21 11:47:33,BLDG-410,499.3,7575.7,1
2023-10-11 07:06:38,BLDG-597,303.0,6423.0,1
2023-01-06 19:50:45,BLDG-646,231.9,1285.0,0
2023-02-07 14:44:03,BLDG-641,484.7,1559.9,1
2023-06-16 21:26:02,BLDG-959,234.9,1422.3,1
2023-08-17 01:04:27,BLDG-476,79.8,6130.1,1
2023-06-09 01:31:15,BLDG-725,81.0,3667.1,0
2023-05-15 01:57:40,BLDG-197,95.6,8262.0,1
2023-10-23 02:05:49,BLDG-213,158.4,4590.6,1
2023-03-03 00:28:58,BLDG-753,126.2,6101.0,1
2023-02-21 01:27:35,BLDG-586,19.3,4925.2,1
2023-09-19 23:16:03,BLDG-540,18.5,647.7,1
2023-02-09 07:34:17,BLDG-741,301.4,620.5,0
2023-01-27 00:57:53,BLDG-609,486.6,2355.5,0
2023-08-30 07:36:27,BLDG-958,48.5,566.4,1
2023-05-27 02:01:13,BLDG-827,353.8,5475.4,0
2023-12-01 04:14:32,BLDG-906,409.7,9869.9,1
2023-12-04 04:15:59,BLDG-271,416.4,7623.1,1
2023-06-17 01:07:28,BLDG-915,235.5,4955.4,0
2023-08-22 09:38:12,BLDG-788,369.3,8384.9,1
2023-05-17 07:23:19,BLDG-317,253.6,8816.0,0
2023-01-18 04:09:29,BLDG-300,324.0,6679.3,0
2023-11-08 10:29:32,BLDG-548,438.8,6766.1,0
2023-10-30 11:00:33,BLDG-872,245.2,1662.8,0
2023-07-12 05:15:28,BLDG-836,431.7,3043.7,1
2023-12-07 15:29:45,BLDG-793,36.9,4641.1,1
2023-04-19 03:56:55,BLDG-317,306.4,6675.2,0
2023-02-04 17:45:06,BLDG-411,199.1,1956.0,0
2023-08-21 00:20:36,BLDG-538,78.4,9034.6,1
2023-06-10 22:07:07,BLDG-997,51.1,8617.0,1
2023-10-29 19:17:18,BLDG-115,58.9,6060.1,1
2023-01-18 07:09:21,BLDG-987,214.6,8369.5,0
2023-01-28 14:46:15,BLDG-457,81.1,783.9,1
2023-12-01 20:11:32,BLDG-699,44.2,3474.1,1
2023-05-30 23:02:21,BLDG-384,74.3,8682.2,0
2023-03-03 22:58:11,BLDG-577,402.0,5827.6,0
2023-09-23 05:11:44,BLDG-503,93.5,6971.7,1
2023-05-16 17:33:20,BLDG-618,173.1,9445.9,0
2023-04-15 14:58:30,BLDG-679,447.2,2958.4,1
2023-09-16 08:51:20,BLDG-516,103.8,3681.1,0
2023-08-02 10:03:46,BLDG-370,296.5,6314.1,1
2023-11-04 21:01:20,BLDG-595,198.2,9025.9,1
2023-12-08 21:58:04,BLDG-499,173.8,4642.4,1
2023-02-16 14:33:07,BLDG-283,392.7,4332.1,1
2023-10-31 18:38:28,BLDG-576,150.7,5115.5,1
2023-08-27 17:47:41,BLDG-780,123.0,7253.5,1
2023-04-17 03:13:20,BLDG-520,128.5,8320.8,1
2023-06-02 18:47:08,BLDG-206,427.8,2909.8,0
2023-04-15 23:44:44,BLDG-686,180.1,9866.3,0
2023-05-01 08:50:50,BLDG-356,160.6,3402.6,1
2023-09-03 16:47:53,BLDG-338,245.4,6924.2,1
2023-10-02 22:10:56,BLDG-280,185.8,1697.9,1
2023-06-04 17:09:27,BLDG-564,395.9,3419.1,1
2023-08-04 21:13:57,BLDG-590,370.6,4772.2,0
2023-09-25 05:19:14,BLDG-946,70.3,2168.9,1
2023-06-23 21:18:07,BLDG-167,370.1,2493.5,1
2023-08-06 05:57:25,BLDG-902,23.6,6385.6,0
2023-02-22 12:28:21,BLDG-104,461.1,7571.4,0
2023-08-12 16:00:21,BLDG-541,20.7,7016.7,1
2023-04-12 11:24:03,BLDG-842,37.0,9517.7,0
2023-04-29 08:28:59,BLDG-493,146.5,4388.2,1
2023-02-25 01:51:21,BLDG-618,28.5,6835.6,1
2023-03-03 22:16:29,BLDG-517,464.1,9634.9,0
2023-09-09 03:28:10,BLDG-398,45.5,4595.4,1
2023-10-02 22:32:03,BLDG-248,66.4,5297.3,0
2023-07-06 22:03:10,BLDG-372,348.7,6945.0,1
2023-02-14 08:00:21,BLDG-674,87.8,7457.4,1
2023-03-14 22:50:29,BLDG-383,413.6,7369.7,0
2023-11-19 17:20:45,BLDG-743,165.3,858.6,0
2023-12-14 01:22:17,BLDG-603,109.7,4930.2,1
2023-03-27 23:26:52,BLDG-455,483.6,9087.5,0
2023-02-01 09:43:48,BLDG-546,303.9,5025.8,0
2023-12-11 16:58:06,BLDG-316,119.3,1139.9,0
2023-03-21 11:34:45,BLDG-580,212.1,5912.4,1
2023-04-28 13:54:35,BLDG-420,74.4,1030.0,0
2023-06-30 03:12:02,BLDG-109,137.0,3824.8,0
2023-05-29 17:50:19,BLDG-283,141.8,9906.6,0
2023-07-07 04:09:42,BLDG-133,276.7,1378.9,0
2023-09-16 17:08:10,BLDG-178,239.1,9588.2,1
2023-01-21 13:58:38,BLDG-290,14.1,3373.9,0
2023-10-06 00:49:21,BLDG-521,319.2,2737.1,1
2023-01-13 19:15:52,BLDG-360,339.3,4186.0,1
2023-11-27 07:28:15,BLDG-863,377.0,9434.9,1
2023-06-29 20:08:53,BLDG-285,300.1,9863.3,1
2023-04-28 03:19:38,BLDG-249,450.0,8945.2,1
2023-09-25 09:39:33,BLDG-448,58.0,4401.1,0
2023-01-26 11:15:44,BLDG-571,107.5,7755.9,1
2023-01-21 10:35:46,BLDG-110,79.2,8495.5,1
2023-06-05 12:17:09,BLDG-476,419.6,2981.0,0
2023-09-18 11:33:18,BLDG-886,359.0,7071.2,0
2023-01-21 12:44:53,BLDG-179,214.8,5866.7,1
2023-02-25 01:54:56,BLDG-794,417.5,5396.5,0
2023-12-15 12:08:42,BLDG-234,431.2,9873.3,0
2023-05-04 05:14:37,BLDG-565,33.8,5126.4,1
2023-10-02 12:54:05,BLDG-435,133.4,2933.5,0
2023-04-17 21:53:46,BLDG-534,321.8,9249.2,0
2023-05-13 12:21:34,BLDG-962,87.8,9754.3,0
2023-04-25 17:44:40,BLDG-500,285.8,8374.1,0
2023-08-20 23:27:41,BLDG-452,449.3,6996.5,1
2023-07-07 21:28:43,BLDG-985,77.3,5180.4,0
2023-03-29 06:33:09,BLDG-751,367.1,8913.0,1
2023-05-02 22:51:19,BLDG-138,52.9,1540.0,1
2023-07-03 21:13:06,BLDG-637,413.7,1760.3,1
2023-02-17 15:04:47,BLDG-496,40.3,5357.7,1
2023-08-22 09:01:50,BLDG-955,46.9,6071.5,1
2023-03-16 00:45:46,BLDG-631,305.5,9108.4,0
2023-05-01 22:31:15,BLDG-639,92.8,5828.6,0
2023-07-29 20:21:02,BLDG-571,195.5,4000.2,0
2023-10-16 12:40:34,BLDG-441,159.3,2789.0,1
2023-12-28 22:54:38,BLDG-415,57.6,5134.5,0
2023-06-24 07:32:29,BLDG-725,434.6,6886.2,0
2023-07-05 17:04:54,BLDG-240,136.6,8189.1,1
2023-07-13 05:16:48,BLDG-182,109.1,6369.6,1
2023-11-23 14:28:25,BLDG-120,119.8,1221.1,0
2023-12-29 00:14:05,BLDG-348,28.8,3909.5,0
2023-04-23 15:09:52,BLDG-957,143.5,1322.9,0
2023-09-30 04:49:03,BLDG-524,489.2,662.5,1
2023-03-11 19:05:06,BLDG-323,252.5,9208.6,0
2023-08-12 08:16:44,BLDG-638,97.2,2147.0,0
2023-08-24 16:19:09,BLDG-539,334.8,9326.9,0
2023-04-09 07:42:50,BLDG-528,366.7,9467.0,0
2023-11-11 19:29:18,BLDG-891,191.2,5242.9,0
2023-07-12 16:02:37,BLDG-118,483.5,2123.5,1
2023-01-08 10:48:42,BLDG-858,447.6,7465.6,0
2023-10-21 18:51:25,BLDG-271,333.2,9069.0,1
2023-08-30 01:51:11,BLDG-904,183.5,8149.5,0
2023-12-04 03:38:34,BLDG-250,233.5,3081.8,1
2023-07-06 20:50:17,BLDG-584,176.1,3810.3,1
2023-06-02 12:15:24,BLDG-705,101.5,2069.3,1
2023-09-03 10:20:27,BLDG-550,319.5,9120.7,1
2023-02-13 17:05:35,BLDG-567,287.6,7572.7,0
2023-05-10 13:27:07,BLDG-474,159.6,4602.5,1
2023-05-02 03:37:46,BLDG-448,457.9,6350.4,1
2023-10-09 19:40:41,BLDG-389,157.4,6556.9,1
2023-08-30 15:24:16,BLDG-452,247.7,5625.7,1
2023-08-07 03:47:34,BLDG-788,80.7,2779.4,1
2023-09-11 07:58:24,BLDG-605,11.3,4204.3,0
2023-10-31 19:21:35,BLDG-255,120.3,5641.3,0
2023-12-28 17:38:03,BLDG-368,441.4,5876.2,0
2023-09-26 02:34:48,BLDG-651,113.6,1452.4,1
2023-02-04 18:07:19,BLDG-192,35.7,3396.1,0
2023-03-04 15:50:26,BLDG-838,330.2,4969.7,1
2023-08-06 05:47:14,BLDG-506,344.3,5356.7,1
2023-03-09 03:40:00,BLDG-347,136.8,4305.4,1
2023-08-06 17:58:05,BLDG-819,189.4,3312.7,0
2023-05-31 09:14:34,BLDG-196,52.1,6949.8,0
2023-11-08 02:38:06,BLDG-778,478.4,2029.3,1
2023-02-15 21:35:13,BLDG-808,36.1,588.3,0
2023-11-21 11:41:55,BLDG-302,193.9,8119.2,1
2023-05-03 12:00:36,BLDG-288,68.1,7231.8,1
2023-12-07 20:14:51,BLDG-870,424.9,8238.8,1
2023-02-11 00:33:05,BLDG-708,58.8,6897.2,1
2023-09-22 15:22:16,BLDG-179,290.6,2731.7,1
2023-10-29 21:59:20,BLDG-131,439.0,1501.8,0
2023-01-13 21:51:14,BLDG-221,38.4,9543.0,1
2023-03-24 11:05:29,BLDG-995,373.9,2944.1,1
2023-10-26 10:14:06,BLDG-573,486.9,7442.9,0
2023-06-12 22:46:23,BLDG-774,301.2,6286.2,0
2023-08-01 21:38:29,BLDG-572,46.1,6517.4,0
2023-05-10 10:57:30,BLDG-121,423.7,5222.0,0
2023-06-11 10:16:49,BLDG-600,286.7,4128.7,1
2023-02-22 17:08:29,BLDG-326,254.3,633.3,0
2023-06-03 17:04:35,BLDG-132,336.0,7711.2,1
2023-10-13 03:03:28,BLDG-392,357.9,2075.5,0
2023-08-27 21:28:36,BLDG-854,378.9,1471.4,0
2023-09-15 00:40:08,BLDG-914,54.1,5320.9,0
2023-04-23 13:30:02,BLDG-266,389.5,8441.8,1
2023-10-24 22:03:53,BLDG-101,241.2,9631.4,1
2023-04-10 03:57:24,BLDG-734,138.8,6023.7,0
2023-05-23 05:58:11,BLDG-187,474.0,1358.4,1
2023-02-18 14:23:44,BLDG-911,489.0,9208.4,0
2023-05-03 15:26:58,BLDG-718,142.0,8768.8,0
2023-11-11 04:04:13,BLDG-280,126.1,6178.0,0
2023-09-16 11:58:41,BLDG-669,224.4,8936.7,1
2023-07-12 10:23:17,BLDG-556,498.5,1022.3,0
2023-11-10 14:54:28,BLDG-179,61.5,7447.1,0
2023-07-20 23:56:33,BLDG-912,175.3,8861.3,1
2023-04-08 18:12:56,BLDG-499,56.4,1378.8,0
2023-12-14 13:13:07,BLDG-318,304.8,8506.0,0
2023-04-20 11:38:41,BLDG-549,199.3,5574.7,0
2023-03-21 02:48:11,BLDG-952,209.6,7969.5,0
2023-01-23 04:46:47,BLDG-225,407.1,2008.2,1
2023-11-12 07:04:36,BLDG-786,367.7,7802.4,0
2023-01-10 01:51:12,BLDG-110,58.4,634.3,0
2023-06-24 18:28:30,BLDG-423,79.7,1613.1,0
2023-03-20 06:22:35,BLDG-501,222.1,8731.8,1
2023-11-05 13:43:14,BLDG-686,136.9,3834.3,1
2023-06-06 23:15:00,BLDG-845,468.0,9206.2,0
2023-11-21 05:13:47,BLDG-531,442.3,1562.5,0
2023-04-20 21:44:42,BLDG-230,399.0,8762.3,0
2023-10-03 18:14:29,BLDG-739,493.6,9012.8,1
2023-09-30 05:37:33,BLDG-259,128.3,6745.8,0
2023-04-02 15:07:00,BLDG-365,97.9,4359.2,1
2023-01-18 14:04:54,BLDG-738,383.6,6939.0,0
2023-09-22 06:43:25,BLDG-173,436.4,1774.6,1
2023-03-01 06:27:43,BLDG-578,428.0,4374.5,0
2023-01-09 10:02:39,BLDG-355,483.0,770.7,0
2023-05-09 01:19:26,BLDG-489,395.0,1174.3,1
2023-10-14 02:12:11,BLDG-955,296.3,9111.6,0
2023-04-20 12:13:23,BLDG-747,431.4,667.1,1
2023-08-10 12:55:41,BLDG-291,262.9,4974.2,1
2023-11-10 01:08:24,BLDG-128,92.3,4078.9,0
2023-08-31 10:34:35,BLDG-934,442.1,2185.3,1
2023-04-25 00:08:03,BLDG-253,50.4,3106.5,1
2023-06-06 18:07:36,BLDG-505,162.9,4545.4,1
2023-03-02 14:11:13,BLDG-333,286.5,5361.0,1
2023-05-30 01:54:48,BLDG-410,427.9,3336.3,1
2023-11-03 09:10:03,BLDG-735,277.4,4869.3,0
2023-08-04 01:54:45,BLDG-110,345.5,9549.7,1
2023-10-05 12:40:49,BLDG-895,154.5,3052.0,0
2023-04-26 13:07:06,BLDG-130,191.0,6725.2,0
2023-03-14 19:14:36,BLDG-901,330.6,2684.6,0
